date_day,date_name,sex_name,geography_name,value_type_name,measures,measures_name,all_persons_aged_16_and_over,total_economically_active_aged_16_and_over,total_in_employment_aged_16_and_over,total_unemployed_aged_16_and_over,total_economically_inactive_aged_16_and_over,all_persons_aged_16_to_64,total_economically_active_aged_16_to_64,total_in_employment_aged_16_to_64,total_unemployed_aged_16_to_64,total_economically_inactive_aged_16_to_64
2010-05-01,Mar 2010-May 2010,Male,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.5,0,0.6,-0.5,,0.7,0.2,0.6,-0.7
2010-05-01,Mar 2010-May 2010,Male,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.5,-1,0.8,0.5,,-0.4,-1,0.8,0.4
2010-05-01,Mar 2010-May 2010,Female,London,Level,20100,number of people,3260483,1910738,1732853,177885,1349745,2775126,1875597,1699383,176213,899529
2010-05-01,Mar 2010-May 2010,Female,London,Change on quarter,20100,number of people,10632,23177,13764,9413,-12545,9766,20527,11172,9354,-10761
2010-05-01,Mar 2010-May 2010,Female,London,Change on year,20100,number of people,43908,44830,29290,15540,-922,40259,45585,30852,14732,-5326
2010-05-01,Mar 2010-May 2010,Female,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,58.6,53.1,9.3,41.4,,67.6,61.2,9.4,32.4
2010-05-01,Mar 2010-May 2010,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.5,0.2,0.4,-0.5,,0.5,0.2,0.4,-0.5
2010-05-01,Mar 2010-May 2010,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.6,0.2,0.6,-0.6,,0.7,0.2,0.6,-0.7
2010-05-01,Mar 2010-May 2010,Total,London,Level,20100,number of people,6378047,4199589,3799239,400350,2178458,5510825,4122410,3725646,396764,1388415
2010-05-01,Mar 2010-May 2010,Total,London,Change on quarter,20100,number of people,22721,47440,23093,24347,-24719,20310,48001,23379,24622,-27691
2010-05-01,Mar 2010-May 2010,Total,London,Change on year,20100,number of people,92207,64967,29825,35142,27240,82436,70272,36193,34079,12164
2010-05-01,Mar 2010-May 2010,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,65.8,59.6,9.5,34.2,,74.8,67.6,9.6,25.2
2010-05-01,Mar 2010-May 2010,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.5,0.2,0.5,-0.5,,0.6,0.2,0.5,-0.6
2010-05-01,Mar 2010-May 2010,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,-0.4,0.7,-0.1,,0.2,-0.4,0.7,-0.2
2010-05-01,Mar 2010-May 2010,Male,United Kingdom,Level,20100,number of people,24345694,16998514,15498895,1499618,7347180,19943124,16509709,15026949,1482760,3433415
2010-05-01,Mar 2010-May 2010,Male,United Kingdom,Change on quarter,20100,number of people,60809,76244,94712,-18468,-15435,33210,77180,94924,-17742,-43970
2010-05-01,Mar 2010-May 2010,Male,United Kingdom,Change on year,20100,number of people,235564,-29148,-78418,49268,264712,126199,-63686,-107875,44186,189885
2010-05-01,Mar 2010-May 2010,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,69.8,63.7,8.8,30.2,,82.8,75.3,9,17.2
2010-05-01,Mar 2010-May 2010,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.2,-0.1,-0.1,,0.2,0.4,-0.2,-0.2
2010-05-01,Mar 2010-May 2010,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.8,-0.9,0.3,0.8,,-0.8,-1,0.3,0.8
2010-05-01,Mar 2010-May 2010,Female,United Kingdom,Level,20100,number of people,25771776,14652878,13644794,1008085,11118898,20317631,14318520,13315663,1002856,5999111
2010-05-01,Mar 2010-May 2010,Female,United Kingdom,Change on quarter,20100,number of people,50771,54672,24815,29858,-3901,29346,27722,-3672,31392,1624
2010-05-01,Mar 2010-May 2010,Female,United Kingdom,Change on year,20100,number of people,202105,130726,66900,63827,71379,117001,83345,18392,64953,33656
2010-05-01,Mar 2010-May 2010,Female,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,56.9,52.9,6.9,43.1,,70.5,65.5,7,29.5
2010-05-01,Mar 2010-May 2010,Female,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0,0.2,-0.1,,0,-0.1,0.2,0
2010-05-01,Mar 2010-May 2010,Female,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,-0.2,0.4,-0.1,,0,-0.3,0.4,0
2010-05-01,Mar 2010-May 2010,Total,United Kingdom,Level,20100,number of people,50117470,31651390,29143685,2507704,18466080,40260755,30828229,28342611,2485617,9432526
2010-05-01,Mar 2010-May 2010,Total,United Kingdom,Change on quarter,20100,number of people,111580,130914,119521,11393,-19334,62556,104898,91251,13648,-42342
2010-05-01,Mar 2010-May 2010,Total,United Kingdom,Change on year,20100,number of people,437669,101573,-11523,113094,336096,243200,19656,-89484,109140,223544
2010-05-01,Mar 2010-May 2010,Total,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63.2,58.2,7.9,36.8,,76.6,70.4,8.1,23.4
2010-05-01,Mar 2010-May 2010,Total,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.1,0,-0.1,,0.1,0.1,0,-0.1
2010-05-01,Mar 2010-May 2010,Total,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.4,-0.5,0.3,0.4,,-0.4,-0.7,0.3,0.4
2010-06-01,Apr 2010-Jun 2010,Male,London,Level,20100,number of people,3121503,2285626,2069377,216249,835877,2739104,2246890,2031631,215259,492214
2010-06-01,Apr 2010-Jun 2010,Male,London,Change on quarter,20100,number of people,12030,10721,12390,-1668,1309,10448,16382,17297,-915,-5934
2010-06-01,Apr 2010-Jun 2010,Male,London,Change on year,20100,number of people,48195,20585,10215,10370,27610,41977,28376,18011,10365,13601
2010-06-01,Apr 2010-Jun 2010,Male,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,73.2,66.3,9.5,26.8,,82,74.2,9.6,18
2010-06-01,Apr 2010-Jun 2010,Male,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.1,-0.1,-0.1,,0.3,0.3,-0.1,-0.3
2010-06-01,Apr 2010-Jun 2010,Male,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.5,-0.7,0.4,0.5,,-0.2,-0.5,0.3,0.2
2010-06-01,Apr 2010-Jun 2010,Female,London,Level,20100,number of people,3263926,1922407,1739423,182983,1341519,2778229,1883563,1702169,181394,894666
2010-06-01,Apr 2010-Jun 2010,Female,London,Change on quarter,20100,number of people,10557,42694,23683,19010,-32137,9672,37976,18660,19315,-28304
2010-06-01,Apr 2010-Jun 2010,Female,London,Change on year,20100,number of people,43106,60574,45799,14774,-17468,39451,57086,43258,13828,-17635
2010-06-01,Apr 2010-Jun 2010,Female,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,58.9,53.3,9.5,41.1,,67.8,61.3,9.6,32.2
2010-06-01,Apr 2010-Jun 2010,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,1.1,0.6,0.8,-1.1,,1.1,0.5,0.8,-1.1
2010-06-01,Apr 2010-Jun 2010,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,1.1,0.7,0.5,-1.1,,1.1,0.7,0.5,-1.1
2010-06-01,Apr 2010-Jun 2010,Total,London,Level,20100,number of people,6385429,4208033,3808800,399232,2177396,5517333,4130453,3733800,396653,1386880
2010-06-01,Apr 2010-Jun 2010,Total,London,Change on quarter,20100,number of people,22587,53415,36073,17341,-30828,20120,54358,35958,18400,-34238
2010-06-01,Apr 2010-Jun 2010,Total,London,Change on year,20100,number of people,91301,81159,56014,25144,10142,81428,85463,61270,24193,-4035
2010-06-01,Apr 2010-Jun 2010,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,65.9,59.6,9.5,34.1,,74.9,67.7,9.6,25.1
2010-06-01,Apr 2010-Jun 2010,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.6,0.4,0.3,-0.6,,0.7,0.4,0.3,-0.7
2010-06-01,Apr 2010-Jun 2010,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.3,0,0.4,-0.3,,0.5,0.1,0.4,-0.5
2010-06-01,Apr 2010-Jun 2010,Male,United Kingdom,Level,20100,number of people,24365662,17014390,15538831,1475558,7351272,19953902,16515364,15054036,1461327,3438538
2010-06-01,Apr 2010-Jun 2010,Male,United Kingdom,Change on quarter,20100,number of people,60743,75367,142217,-66848,-14624,33228,67621,129714,-62093,-34393
2010-06-01,Apr 2010-Jun 2010,Male,United Kingdom,Change on year,20100,number of people,238824,11754,26193,-14439,227070,129134,-34798,-21220,-13581,163932
2010-06-01,Apr 2010-Jun 2010,Male,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,69.8,63.8,8.7,30.2,,82.8,75.4,8.8,17.2
2010-06-01,Apr 2010-Jun 2010,Male,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.4,-0.4,-0.1,,0.2,0.5,-0.4,-0.2
2010-06-01,Apr 2010-Jun 2010,Male,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.6,-0.5,-0.1,0.6,,-0.7,-0.6,-0.1,0.7
2010-06-01,Apr 2010-Jun 2010,Female,United Kingdom,Level,20100,number of people,25789065,14665118,13653091,1012028,11123947,20327712,14319970,13313352,1006621,6007742
2010-06-01,Apr 2010-Jun 2010,Female,United Kingdom,Change on quarter,20100,number of people,51065,65466,37147,28319,-14401,29673,35626,6126,29505,-5953
2010-06-01,Apr 2010-Jun 2010,Female,United Kingdom,Change on year,20100,number of people,203641,131889,78250,53640,71752,118029,82623,28154,54473,35406
2010-06-01,Apr 2010-Jun 2010,Female,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,56.9,52.9,6.9,43.1,,70.4,65.5,7,29.6
2010-06-01,Apr 2010-Jun 2010,Female,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0,0.2,-0.1,,0.1,-0.1,0.2,-0.1
2010-06-01,Apr 2010-Jun 2010,Female,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,-0.1,0.3,-0.1,,0,-0.2,0.3,0
2010-06-01,Apr 2010-Jun 2010,Total,United Kingdom,Level,20100,number of people,50154727,31679509,29191923,2487585,18475218,40281614,30835332,28367389,2467948,9446282
2010-06-01,Apr 2010-Jun 2010,Total,United Kingdom,Change on quarter,20100,number of people,111808,140835,179366,-38532,-29027,62901,103244,135840,-32591,-40343
2010-06-01,Apr 2010-Jun 2010,Total,United Kingdom,Change on year,20100,number of people,442465,143644,104441,39202,298821,247163,47827,6936,40894,199336
2010-06-01,Apr 2010-Jun 2010,Total,United Kingdom,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,63.2,58.2,7.9,36.8,,76.5,70.4,8,23.5
2010-06-01,Apr 2010-Jun 2010,Total,United Kingdom,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.1,0.2,-0.2,-0.1,,0.1,0.2,-0.1,-0.1
2010-06-01,Apr 2010-Jun 2010,Total,United Kingdom,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.3,-0.3,0.1,0.3,,-0.4,-0.4,0.1,0.4
2010-07-01,May 2010-Jul 2010,Male,London,Level,20100,number of people,3125387,2294775,2078939,215836,830612,2742475,2255175,2040284,214891,487300
2010-07-01,May 2010-Jul 2010,Male,London,Change on quarter,20100,number of people,11814,18221,21135,-2915,-6407,10260,21362,23736,-2374,-11102
2010-07-01,May 2010-Jul 2010,Male,London,Change on year,20100,number of people,47978,30911,32167,-1256,17067,41695,40606,40800,-194,1089
2010-07-01,May 2010-Jul 2010,Male,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,73.4,66.5,9.4,26.6,,82.2,74.4,9.5,17.8
2010-07-01,May 2010-Jul 2010,Male,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.3,0.4,-0.2,-0.3,,0.5,0.6,-0.2,-0.5
2010-07-01,May 2010-Jul 2010,Male,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,-0.1,0,-0.2,0.1,,0.2,0.4,-0.2,-0.2
2010-07-01,May 2010-Jul 2010,Female,London,Level,20100,number of people,3267485,1923740,1743246,180494,1343745,2781492,1885602,1706628,178975,895890
2010-07-01,May 2010-Jul 2010,Female,London,Change on quarter,20100,number of people,10559,28572,17910,10662,-18013,9699,26522,15068,11456,-16823
2010-07-01,May 2010-Jul 2010,Female,London,Change on year,20100,number of people,42336,63462,53335,10126,-21126,38673,62067,52871,9197,-23394
2010-07-01,May 2010-Jul 2010,Female,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,58.9,53.4,9.4,41.1,,67.8,61.4,9.5,32.2
2010-07-01,May 2010-Jul 2010,Female,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.7,0.4,0.4,-0.7,,0.7,0.3,0.5,-0.7
2010-07-01,May 2010-Jul 2010,Female,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,1.2,1,0.2,-1.2,,1.3,1.1,0.2,-1.3
2010-07-01,May 2010-Jul 2010,Total,London,Level,20100,number of people,6392872,4218515,3822184,396331,2174357,5523967,4140777,3746912,393865,1383190
2010-07-01,May 2010-Jul 2010,Total,London,Change on quarter,20100,number of people,22373,46792,39045,7748,-24419,19959,47885,38804,9081,-27926
2010-07-01,May 2010-Jul 2010,Total,London,Change on year,20100,number of people,90314,94373,85501,8872,-4059,80368,102673,93671,9002,-22305
2010-07-01,May 2010-Jul 2010,Total,London,Level,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,66,59.8,9.4,34,,75,67.8,9.5,25
2010-07-01,May 2010-Jul 2010,Total,London,Change on quarter,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.5,0.4,0.1,-0.5,,0.6,0.5,0.1,-0.6
2010-07-01,May 2010-Jul 2010,Total,London,Change on year,20207,Unemployment rates use employment plus unemployment as a denominator; all other rates use population levels as a denominator.,,0.6,0.5,0,-0.6,,0.8,0.7,0,-0.8
2010-07-01,May 2010-Jul 2010,Male,United Kingdom,Level,20100,number of people,24386121,17088266,15634257,1454012,7297855,19965199,16560138,15119567,1440571,3405061
2010-07-01,May 2010-Jul 2010,Male,United Kingdom,Change on quarter,20100,number of people,60951,147051,216770,-69716,-86100,33312,104443,170866,-66424,-71131
